PAYER_NAME,PAYER_AREA,NATIONAL_PAYER_ID,SUBSCRIBER_ID,PAYER_PERSON_ID,SUBSCRIBER_OR_DEPENDENT_INDICATOR,RELATIONSHIP,MEMBER_ID,MEMBER_ID_FAMILY_SEQUENCE_NUMBER,PREVIOUS_MEMBER_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME_SUFFIX,DOB,LAST_4_DIGIT_SSN,GENDER,MARITAL_STATUS,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,COUNTRY,ZIP_CODE,PHONE_NUMBER_1,PHONE_NUMBER_2,EMAIL_ADDRESS,GROUP_NUMBER,GROUP_NAME,EMPLOYER_NAME,EMPLOYER_SIZE,BUSINESS_MODEL,REASON_FOR_MEDICARE_ENTITLEMENT,COVERAGE_TYPE,FUNDING_MODEL,EMPLOYMENT_STATUS,COBRA_START_DATE,COBRA_END_DATE,NOT_SUBJECT_TO_COB_INDICATOR,NOT_SUBJECT_TO_COB_REASON,INITIAL_COVERAGE_DATE,CURRENT_COVERAGE_START_DATE,COVERAGE_EXPIRED_DATE,ESRD_COORDINATION_PERIOD_START_DATE,ESRD_COORDINATION_PERIOD_END_DATE,EXISTING_COB_PAYER_NAME,EXISTING_COB_NATIONAL_PAYER_ID,EXISTING_COB_SUBSCRIBER_ID,EXISTING_COB_SUBSCRIBER_FIRST_NAME,EXISTING_COB_SUBSCRIBER_LAST_NAME,EXISTING_COB_SUBSCRIBER_DOB,EXISTING_COB_SUBSCRIBER_EMPLOYMENT_STATUS,EXISTING_COB_RELATIONSHIP,EXISTING_COB_MEMBER_ID,EXISTING_COB_FAMILY_SEQUENCE_NUMBER,EXISTING_COB_FIRST_NAME,EXISTING_COB_LAST_NAME,EXISTING_COB_DOB,EXISTING_COB_GROUP_NAME,EXISTING_COB_MEMBER_EMPLOYMENT_STATUS,EXISTING_COB_BUSINESS_MODEL,EXISTING_COB_COVERAGE_TYPE,EXISTING_COB_INITIAL_COVERAGE_DATE,EXISTING_COB_CURRENT_COVERAGE_START_DATE,EXISTING_COB_COVERAGE_EXPIRED_DATE,COB_STATE,COVERAGE_OVERLAP_START_DATE,COVERAGE_OVERLAP_END_DATE,EXISTING_COB_VERIFY_DATE,EXISTING_COB_INDICATOR,EXISTING_COB_CODE,PAYER_PRIMACY,COB_CLASSIFICATION_INDICATOR,PRIMACY_DETERMINATION_CODE
LongSage,COB04WK2PRIMACY,1245319599,606864850P1,,2,1,606864851P1,,,Michael,,Mullen,,19640110,5703,1,9,9769 Young Walk,,Gatestown,HI,,22328,1001128154,,peggycrawford@yahoo.com,GRP01023,HealthPro,,,3,1,98,2,,,,,,20201230,20210503,20220503,,,LongSage,,268730318P1,Michael,Mullen,19640110,,0,268730318P1,,Michael,Mullen,19640110,GMedicPlus,3.0,1,35,20210511,20210310,20220310,OH,20210503,20220310,,,,1,,
LongSage,COB04DIFFGRPNAME,1245319599,530895636P1,,2,1,439181959P1,,,Scott,,Anderson,,19630424,1907,2,9,3297 Ross Mews Suite 301,,Port Sydney,WV,,86988,1001127804,,beth55@yahoo.com,GRP01023,HealthPro,"Wells, Williams and Taylor",2.0,3,1,AL,2,,,,,,20210105,20210224,20220224,20210209.0,20220209.0,Grey Leaf,,374215532P1,David,Jordan,19741016,3.0,1,374215532P1,,Shelby,Thompson,19670622,GMedicPlus,3.0,1,35,20210308,20210109,20220109,WA,20210224,20220109,,,,1,,
LongSage,COB04DIFFGRPNAME,1245319599,140021727P1,,2,1,989141134P1,,,Ryan,,Holt,,19880928,6819,2,1,70617 Andrews Hollow Suite 436,,New Marymouth,MO,,35282,1001127894,,elizabethlewis@ward-wilson.com,GRP01024,GMedicPlus,King Group,1.0,3,1,35,1,,,,,,20210515,20210208,20220208,,,Caprock,,437578111P1,Christine,Thompson,19700106,3.0,2,437578111P1,,Amanda,Arnold,19971102,HealthPro,2.0,1,MH,20210506,20210429,20220429,ME,20210429,20220208,,,,1,,
LongSage,COB04Test1,1245319599,917601415P1,,1,0,917601415P1,,,Micheal,,Macias,,20040824,5901,2,1,62006 Paul Corners,,Robertsport,WV,,61045,1001128447,,lynchkathryn@yahoo.com,GRP01024,GMedicPlus,"Montgomery, Curry and Collins",0.0,3,1,1,2,,,,,,20210129,20210107,20220107,,,Intriq Medical,,818778937P1,Anna,Burnett,19790924,2.0,1,818778937P1,,Hannah,Gordon,20080405,GMedicPlus,3.0,1,MH,20210421,20210411,20220411,TN,20210411,20220107,,,,1,,
LongSage,COB04DIFFNATPAYERID,1245319599,377776568P1,,2,1,308071881P1,,,Richard,,Adams,,19730217,5819,1,1,57141 Michael Roads,,New Brooke,OH,,97535,1001127093,,jamesbishop@gmail.com,GRP01023,HealthPro,Webb Group,0.0,3,1,AL,0,,,,,,20201211,20201207,20211207,,,Intriq Medical,,182769370P1,Anthony,Rivera,19570209,1.0,1,182769370P1,,Christopher,Martin,20051123,HealthPro,2.0,1,88,20201124,20201120,20211120,NC,20201207,20211120,,,,1,,
LongSage,COB04DIFFLASTNAME,1245319599,217500524P1,,1,0,217500524P1,,,Susan,,Sanders,,19680710,7308,2,9,29637 Adam Meadows Apt. 466,,Lake Ericborough,AR,,66938,1001128544,,gillcharles@salinas-schmidt.com,GRP01023,HealthPro,Lopez-Juarez,2.0,3,1,MH,0,,,,,,20210502,20210320,20220320,20210421.0,20220421.0,LongSage,,501000243P1,Susan,Sanders,19680710,,0,501000243P1,,Susan,Sanders,19680710,HealthPro,3.0,1,35,20210409,20210410,20220410,VA,20210410,20220320,,,,1,,
LongSage,COB04WK2PRIMACYDET,1245319599,478122558P1,,1,0,478122558P1,,,Tamara,,Medina,,19570227,9731,2,0,67859 Farmer Village,,Monicahaven,ND,,80478,1001127406,,david99@lawson.com,GRP01023,HealthPro,,,3,2,35,2,,,,,,20160522,20210407,20220407,20210419.0,20220419.0,LongSage,,507302088P1,Tamara,Medina,19570227,,0,507302088P1,,Tamara,Medina,19570227,HealthPro,,1,88,20210513,20210324,20220324,IL,20210407,20220324,,,,1,,
LongSage,COB03Test1,1245319599,111660954P1,,1,0,111660954P1,,,Cynthia,,Weber,,20130124,6269,2,2,9455 Bailey Mountain Apt. 483,,Port Jane,OH,,15542,1001127294,,tinaburton@gmail.com,GRP01023,HealthPro,Aguirre and Sons,1.0,3,2,52,2,,,,,,20161012,20210503,20220503,20210116.0,20220116.0,Grey Leaf,,178441628P1,Mark,Cross,20160306,2.0,1,178441628P1,,Jeffery,Church,19651031,HealthPro,1.0,1,MH,20201220,20201214,20211214,NY,20210503,20211214,,,,1,,
LongSage,COB04DIFFNATPAYERID,1245319599,249593058P1,,2,2,584473106P1,,,Roberto,,Gonzalez,,20050503,2272,2,0,816 Carlos Bypass,,South Maria,ND,,47751,1001126673,,jholland@yahoo.com,GRP01024,GMedicPlus,,,3,1,35,1,,,,,,20210107,20210407,20220407,,,LongSage,,660813973P1,Roberto,Gonzalez,20050503,,0,660813973P1,,Roberto,Gonzalez,20050503,GMedicPlus,,1,MH,20210427,20201227,20211227,DE,20210407,20211227,,,,1,,
LongSage,COB04WK2OtherPayName,1245319599,993835109P1,,2,1,165961595P1,,,Becky,,Gonzalez,,19710804,3057,2,2,820 Coleman Ways Suite 262,,Thompsonview,KY,,55053,1001126516,,bdavis@lane.org,GRP01024,GMedicPlus,Kennedy-Jones,0.0,3,2,47,1,,,,,,20170408,20210305,20220305,20201124.0,20211124.0,LongSage,,334566805P1,Becky,Gonzalez,19710804,,0,334566805P1,,Becky,Gonzalez,19710804,GMedicPlus,,1,88,20201220,20201220,20211220,WY,20210305,20211220,,,,1,,
LongSage,COB04WK2PRIMACY,1245319599,627717380P1,,1,0,627717380P1,,,Dean,,Cohen,,19771121,2669,1,1,762 Moore Roads Suite 213,,Blankenshipburgh,VT,,30390,1001129727,,john72@mathis.net,GRP01023,HealthPro,Hammond PLC,1.0,3,1,88,0,,,,,,20210203,20210507,20220507,20210125.0,20220125.0,Aristocrat,,816274868P1,Walter,Jackson,19521225,3.0,1,816274868P1,,Tyler,Miller,19870926,GMedicPlus,3.0,1,MH,20210107,20210119,20220119,IA,20210507,20220119,,,,1,,
LongSage,COB04WK2NEWBORN,1245319599,385564639P1,,1,0,385564639P1,,,Ryan,,Parker,,19911222,4687,2,1,7232 Trevor Gateway,,Wendyville,VA,,99443,1001129804,,nicholas54@smith.com,GRP01023,HealthPro,Guerrero LLC,0.0,3,2,88,1,,,,,,20210210,20201125,20211125,20210311.0,20220311.0,Grey Leaf,,874412581P1,Aaron,Hamilton,20010327,1.0,1,874412581P1,,Paul,Singh,19680224,GMedicPlus,1.0,1,MH,20210210,20210106,20220106,NM,20210106,20211125,,,,2,,
LongSage,COB04Test1,1245319599,268623035P1,,1,0,268623035P1,,,John,,Hall,,19850214,3452,2,1,5905 Chambers Knolls,,New Kent,LA,,65182,1001127363,,ecampbell@gmail.com,GRP01023,HealthPro,,,3,2,35,0,,,,,,20150516,20201125,20211125,20210517.0,20220517.0,LongSage,,413296106P1,John,Hall,19850214,,0,413296106P1,,John,Hall,19850214,HealthPro,,1,MH,20210414,20210227,20220227,KS,20210227,20211125,,,,1,,
LongSage,COB03Test1,1245319599,484634994P1,,2,1,894963258P1,,,Heather,,Palmer,,20010327,5971,1,1,93937 Herbert Common,,West Jamesmouth,PA,,87781,1001128915,,sotoamanda@gmail.com,GRP01024,GMedicPlus,Hammond-Harrison,2.0,3,1,AL,1,,,,,,20210210,20210208,20220208,,,LongSage,,856653580P1,Heather,Palmer,20010327,,0,856653580P1,,Heather,Palmer,20010327,HealthPro,,1,88,20210308,20201230,20211230,FL,20210208,20211230,,,,2,,
LongSage,COB04WK2OVERLAPEND,1245319599,145667586P1,,1,0,145667586P1,,,Angela,,Morales,,19800407,3287,1,2,378 Wayne Square Apt. 720,,Jenkinsmouth,ID,,16602,1001128110,,callahandavid@franklin.net,GRP01023,HealthPro,"Cook, Ochoa and Bowman",0.0,3,2,MH,0,,,,,,20210409,20201124,20211124,20210210.0,20220210.0,Aristocrat,,456980835P1,Amy,Martinez,19740322,1.0,2,456980835P1,,John,Wilson,20050211,GMedicPlus,2.0,1,AL,20210112,20201220,20211220,NV,20201220,20211124,,,,2,,
LongSage,COB04WK2OVERLAPSTART,1245319599,864088535P1,,2,1,826831145P1,,,Michele,,Medina,,19640222,4205,2,9,428 Amber Locks Apt. 895,,Lake Elizabeth,NM,,56514,1001128290,,richardgonzalez@yahoo.com,GRP01024,GMedicPlus,Collins-Smith,2.0,3,2,AL,0,,,,,,20210226,20210210,20220210,20210417.0,20220417.0,Cope Health,,430663972P1,Matthew,Lin,20030527,3.0,1,430663972P1,,Nicole,Brady,19761122,GMedicPlus,2.0,1,88,20210128,20210205,20220205,TN,20210210,20220205,,,,2,,
LongSage,COB04DIFFNATPAYERID,1245319599,722541503P1,,2,1,156357882P1,,,Sandra,,Jones,,19811003,3202,1,1,771 Clark Brook Suite 174,,Meganview,HI,,54177,1001128427,,oleonard@whitehead-barr.org,GRP01024,GMedicPlus,Medina and Sons,2.0,3,1,AL,1,,,,,,20210428,20210124,20220124,20210311.0,20220311.0,LongSage,,301178623P1,Sandra,Jones,19811003,,0,301178623P1,,Sandra,Jones,19811003,GMedicPlus,3.0,1,MH,20210402,20210302,20220302,IN,20210302,20220124,,,,1,,
LongSage,COB04DIFFADDLINE1,1245319599,320960436P1,,2,1,320960437P1,,,Adam,,Reynolds,,20020709,8239,2,9,730 Nicole Trail,,Michaelview,VA,,9363,1001127557,,annecarter@jones-steele.net,GRP01023,HealthPro,Powell-Davis,0.0,3,2,35,1,,,,,,20161230,20210424,20220424,20210408.0,20220408.0,Caprock,,646074106P1,Michael,Brown,19920905,3.0,1,646074106P1,,Margaret,Hendrix,19990701,HealthPro,1.0,1,AL,20210414,20210206,20220206,AZ,20210424,20220206,,,,1,,
LongSage,COB04WK2PRIMACYDET,1245319599,142464145P1,,2,1,564671411P1,,,Shelly,,Morales,,19810912,8122,2,1,86616 Marshall Club Apt. 501,,New Lisastad,SD,,85040,1001128058,,rbender@gmail.com,GRP01023,HealthPro,Miller-Marsh,0.0,3,2,1,2,,,,,,20210323,20210320,20220320,20210330.0,20220330.0,Grey Leaf,,150002594P1,Stephanie,Reyes,19640426,2.0,2,150002594P1,,Dana,Clark,20160828,GMedicPlus,1.0,1,AL,20201122,20210415,20220415,NH,20210415,20220320,,,,2,,
LongSage,COB03Test1,1245319599,487746278P1,,2,1,487746279P1,,,Thomas,,Moreno,,19750627,5800,1,2,3908 Jill Rapids,,Cartershire,MA,,77729,1001130231,,rachelshaw@ellis.biz,GRP01024,GMedicPlus,Moon LLC,2.0,3,1,88,0,,,,,,20210408,20210123,20220123,,,LongSage,,157996352P1,Thomas,Moreno,19750627,,0,157996352P1,,Thomas,Moreno,19750627,GMedicPlus,,1,35,20210408,20210424,20220424,TX,20210424,20220123,,,,1,,
LongSage,COB01Test1,1245319599,669584830P1,,2,1,920881729P1,,,Jerry,,Hoffman,,19821118,9431,1,2,0481 Jason Street,,North James,PA,,38220,1001126567,,margaret43@yahoo.com,GRP01023,HealthPro,Rhodes Group,1.0,3,1,47,0,,,,,,20201219,20210202,20220202,,,Grey Leaf,,841448528P1,Robert,Grimes,19640107,1.0,2,841448528P1,,Charles,Myers,20100921,GMedicPlus,3.0,1,1,20210314,20201123,20211123,GA,20210202,20211123,,,,1,,
LongSage,COB04WK2COBINDICATOR,1245319599,993559295P1,,1,0,993559295P1,,,Gail,,Webb,,19610628,2766,2,1,229 Todd Summit Suite 528,,North Tiffanyport,ND,,19301,1001130366,,susancoleman@gmail.com,GRP01023,HealthPro,Lane-Anderson,0.0,3,2,88,2,,,,,,20210408,20201127,20211127,20210128.0,20220128.0,LongSage,,893343867P1,Gail,Webb,19610628,,0,893343867P1,,Gail,Webb,19610628,HealthPro,,1,35,20210122,20210302,20220302,CO,20210302,20211127,,,,2,,
LongSage,COB04WK2SUBID,1245319599,439496869P1,,2,2,213202592P1,,,Amber,,Moore,,19920708,4552,1,9,493 Kimberly Plain,,West Sandra,CO,,53085,1001128425,,owhite@reid.biz,GRP01024,GMedicPlus,Walker PLC,1.0,3,2,1,0,,,,,,20210422,20210120,20220120,20210326.0,20220326.0,Cope Health,,354522094P1,Paul,Wilson,19841018,2.0,2,354522094P1,,Shannon,Barrera,19691129,GMedicPlus,1.0,1,88,20210426,20210121,20220121,AL,20210121,20220120,,,,2,,
LongSage,COB04WK2EMPSTATUS,1245319599,985971696P1,,1,0,985971696P1,,,Robert,,Johnson,,19781109,4223,1,9,80458 Stephanie Haven,,Georgehaven,IL,,89675,1001129336,,chelsea48@gmail.com,GRP01024,GMedicPlus,,,3,1,AL,0,,,,,,20210217,20210220,20220220,,,Grey Leaf,,872688751P1,Debra,Myers,20021102,2.0,2,872688751P1,,Alicia,Hobbs,19880818,HealthPro,2.0,1,1,20210507,20210430,20220430,SD,20210430,20220220,,,,1,,
LongSage,COB04WK2CCXD,1245319599,112104110P1,,1,0,112104110P1,,,Joseph,,Suarez,,19990118,1029,1,2,08850 Steven Center Apt. 149,,West Rachaelburgh,OR,,76301,1001129187,,lholmes@gmail.com,GRP01024,GMedicPlus,Neal Inc,1.0,3,1,AL,2,,,,,,20210406,20210310,20220310,,,LongSage,,171851015P1,Joseph,Suarez,19990118,,0,171851015P1,,Joseph,Suarez,19990118,HealthPro,,1,35,20210509,20210127,20220127,ID,20210310,20220127,,,,2,,
LongSage,COB04WK2DEPEMPSTATUS,1245319599,196683552P1,,1,0,196683552P1,,,Michael,,Lyons,,20090805,87,2,2,56533 Gonzalez Road Suite 634,,Warnerfurt,VA,,97814,1001130003,,johnsonadam@hotmail.com,GRP01023,HealthPro,,,3,2,AL,2,,,,,,20210427,20210309,20220309,20210404.0,20220404.0,LongSage,,193994752P1,Michael,Lyons,20090805,,0,193994752P1,,Michael,Lyons,20090805,HealthPro,,1,35,20201128,20201122,20211122,AR,20210309,20211122,,,,2,,
LongSage,COB04WK2OVERLAPSTART,1245319599,606633824P1,,2,2,959235461P1,,,Jeffrey,,Smith,,19710824,3656,1,1,270 Thornton View,,Lake Charles,RI,,36100,1001127338,,sharris@yahoo.com,GRP01024,GMedicPlus,Brooks Group,1.0,3,1,MH,0,,,,,,20210204,20201214,20211214,,,Grey Leaf,,596245396P1,Kevin,Gregory,19720111,2.0,1,596245396P1,,Vanessa,Garrison,20090712,GMedicPlus,3.0,1,35,20210424,20201215,20211215,OK,20201215,20211214,,,,1,,
LongSage,COB04DIFFLASTNAME,1245319599,278403819P1,,2,2,573286172P1,,,Christian,,Frost,,19880605,451,1,2,8902 Mendez Shoals,,Banksmouth,AR,,10321,1001130087,,ujohnson@knight-cantrell.info,GRP01024,GMedicPlus,Macias-Cook,2.0,3,1,MH,1,,,,,,20201216,20210507,20220507,,,LongSage,,283079997P1,Christian,Frost,19880605,,0,283079997P1,,Christian,Frost,19880605,HealthPro,,1,88,20210212,20210408,20220408,GA,20210507,20220408,,,,1,,
LongSage,COB04WK2DEPEMPSTATUS,1245319599,706750301P1,,1,0,706750301P1,,,Michael,,Stein,,20020805,9168,2,2,0036 Austin Row,,Port Yvonneville,VT,,38801,1001127903,,beverly64@taylor.com,GRP01023,HealthPro,Willis Ltd,0.0,3,2,52,1,,,,,,20210310,20210428,20220428,20210127.0,20220127.0,LongSage,,401008638P1,Michael,Stein,20020805,,0,401008638P1,,Michael,Stein,20020805,HealthPro,,1,AL,20210427,20201231,20211231,NH,20210428,20211231,,,,2,,
LongSage,COB04DIFFFIRSTNAME,1245319599,129619474P1,,2,2,129619475P1,,,Jillian,,Nelson,,19881021,7449,2,9,37040 Carlos Circles,,Jenniferfort,CA,,5961,1001129783,,kyle05@sanchez-wells.net,GRP01023,HealthPro,,,3,2,35,2,,,,,,20210403,20210124,20220124,20210110.0,20220110.0,LongSage,,524900508P1,Jillian,Nelson,19881021,,0,524900508P1,,Jillian,Nelson,19881021,HealthPro,,1,1,20210206,20210516,20220516,WI,20210516,20220124,,,,2,,
LongSage,COB04WK2NEWBORN,1245319599,117337490P1,,2,1,167002379P1,,,Lisa,,Hogan,,19551017,3369,1,0,7000 Leslie Mills,,North Michaelmouth,CO,,35312,1001129628,,oconley@yahoo.com,GRP01023,HealthPro,,,3,2,MH,2,,,,,,20210130,20210401,20220401,20210510.0,20220510.0,Grey Leaf,,242964282P1,Frederick,Harper,19561015,2.0,1,242964282P1,,Ashley,Cooke,19920612,HealthPro,2.0,1,35,20210501,20201209,20211209,NY,20210401,20211209,,,,2,,
LongSage,COB04WK2NEWBORN,1245319599,211814473P1,,1,0,211814473P1,,,Nancy,,Jensen,,19820816,9796,2,9,11730 Theresa Creek Apt. 672,,Hallhaven,UT,,38257,1001128121,,aprilwilliams@lawrence.org,GRP01023,HealthPro,Anderson Inc,1.0,3,2,MH,1,,,,,,20170208,20210214,20220214,20210227.0,20220227.0,Intriq Medical,,410750112P1,Linda,Bond,20011118,2.0,2,410750112P1,,Andre,Norris,19930530,GMedicPlus,3.0,1,AL,20210222,20201120,20211120,VA,20210214,20211120,,,,2,,
LongSage,COB04WK2SUBID,1245319599,899604764P1,,1,0,899604764P1,,,Bruce,,Rosario,,19680128,230,2,0,95250 Mckinney Shore Suite 030,,Sabrinaborough,TN,,72844,1001128108,,evan67@nguyen-robinson.com,GRP01024,GMedicPlus,Salinas-Monroe,0.0,3,1,35,0,,,,,,20210404,20201226,20211226,,,LongSage,,361307466P1,Bruce,Rosario,19680128,,0,361307466P1,,Bruce,Rosario,19680128,HealthPro,,1,MH,20210129,20201228,20211228,LA,20201228,20211226,,,,2,,
LongSage,COB04Test1,1245319599,359635888P1,,1,0,359635888P1,,,Mark,,Bell,,19740821,6013,1,9,4459 Kristine Fall Apt. 976,,Davidmouth,IA,,98487,1001127285,,gcohen@mitchell.com,GRP01023,HealthPro,Bartlett-Hicks,0.0,3,2,33,1,,,,,,20150423,20210107,20220107,20210131.0,20220131.0,Caprock,,829895567P1,Robert,Adams,19870513,3.0,1,829895567P1,,Ashley,Caldwell,19811026,HealthPro,1.0,1,35,20210501,20210418,20220418,OH,20210418,20220107,,,,1,,
LongSage,COB02Test1,1245319599,756631439P1,,1,0,756631439P1,,,Anthony,,Le,,19980704,6025,2,0,73586 Joan River,,Barberport,MA,,18117,1001128787,,angelaharmon@hotmail.com,GRP01023,HealthPro,,,3,2,AL,2,,,,,,20210310,20201218,20211218,20210423.0,20220423.0,LongSage,,960756442P1,Anthony,Le,19980704,,0,960756442P1,,Anthony,Le,19980704,HealthPro,,1,MH,20210409,20210111,20220111,WA,20210111,20211218,,,,2,,
LongSage,COB04WK2OVERLAPEND,1245319599,499554072P1,,1,0,499554072P1,,,Stacy,,White,,19910714,4776,1,1,04560 Kline Ridges Suite 717,,Lake Jeffrey,VA,,61892,1001128382,,ncamacho@hoover.com,GRP01024,GMedicPlus,Branch LLC,0.0,3,1,98,1,,,,,,20210212,20210125,20220125,,,LongSage,,209995252P1,Stacy,White,19910714,,0,209995252P1,,Stacy,White,19910714,GMedicPlus,,1,1,20201223,20210514,20220514,CO,20210514,20220125,,,,2,,
LongSage,COB04WK2RXID,1245319599,576748989P1,,2,2,576748990P1,,,Shari,,Mccormick,,20200325,3848,1,9,60640 Serrano Vista Suite 798,,South Ashley,NE,,24248,1001127599,,daniel96@gmail.com,GRP01024,GMedicPlus,Baker-Park,1.0,3,2,AL,1,,,,,,20170831,20201210,20211210,20210103.0,20220103.0,Cope Health,,664801712P1,Michelle,Hurley,20160120,1.0,2,664801712P1,,Angela,Marshall,19650221,GMedicPlus,2.0,1,MH,20210318,20210308,20220308,AR,20210308,20211210,,,,1,,
LongSage,COB04WK2OVERLAPEND,1245319599,513108931P1,,1,0,513108931P1,,,Danny,,Shaw,,20021103,4996,1,0,719 Cole Stravenue Apt. 344,,Johnsonland,NM,,5755,1001129225,,gwood@patterson.com,GRP01023,HealthPro,,,3,2,AL,2,,,,,,20210311,20210127,20220127,20210504.0,20220504.0,LongSage,,310593078P1,Danny,Shaw,20021103,,0,310593078P1,,Danny,Shaw,20021103,HealthPro,,1,MH,20210325,20210104,20220104,MN,20210127,20220104,,,,2,,
LongSage,COB04WK2EMPSTATUS,1245319599,424205619P1,,1,0,424205619P1,,,Melissa,,Collier,,19880502,5281,2,9,3905 Rojas Corners,,Lauraview,LA,,49683,1001127839,,eallen@sanchez-drake.net,GRP01023,HealthPro,Phillips LLC,2.0,3,1,MH,2,,,,,,20210129,20201229,20211229,,,LongSage,,530891574P1,Melissa,Collier,19880502,,0,530891574P1,,Melissa,Collier,19880502,GMedicPlus,,1,35,20210219,20210207,20220207,NY,20210207,20211229,,,,2,,
LongSage,COB04WK2CCXD,1245319599,705465018P1,,2,1,815173151P1,,,Shelly,,Rollins,,19910926,4354,2,2,"PSC 8596, Box 8183",,Williechester,NE,,42734,1001127977,,housewilliam@gmail.com,GRP01023,HealthPro,"Scott, Torres and Thornton",0.0,3,1,MH,0,,,,,,20201230,20201202,20211202,,,LongSage,,833945244P1,Shelly,Rollins,19910926,,0,833945244P1,,Shelly,Rollins,19910926,GMedicPlus,,1,1,20201126,20210105,20220105,NV,20210105,20211202,,,,1,,
LongSage,COB04Test1,1245319599,537917723P1,,1,0,537917723P1,,,Randy,,Obrien,,20030402,5379,2,0,USNV Baker,,Singletonchester,MN,,71901,1001127320,,aedwards@yahoo.com,GRP01023,HealthPro,Nixon PLC,1.0,3,1,MH,1,,,,,,20210119,20210504,20220504,,,LongSage,,551265793P1,Randy,Obrien,20030402,,0,551265793P1,,Randy,Obrien,20030402,HealthPro,,1,AL,20210211,20201120,20211120,MS,20210504,20211120,,,,2,,
LongSage,COB01Test1,1245319599,486683012P1,,2,2,434156629P1,,,Megan,,Roberts,,19561222,5821,2,0,359 Eric Court Apt. 165,,Andersonland,IL,,83981,1001128965,,ybowen@wright.info,GRP01024,GMedicPlus,,,3,1,MH,0,,,,,,20210306,20201125,20211125,,,Aristocrat,,984343939P1,Matthew,Powers,20100819,1.0,1,984343939P1,,Bradley,Melendez,20040415,GMedicPlus,3.0,1,AL,20210214,20201205,20211205,IL,20201205,20211125,,,,1,,
LongSage,COB04WK2PBM,1245319599,246554894P1,,2,1,787871980P1,,,Jeremiah,,Harris,,19611223,8954,2,0,Unit 6083 Box 0141,,Benjaminhaven,CA,,78262,1001128989,,kelseyhicks@warren.com,GRP01024,GMedicPlus,White PLC,0.0,3,2,1,2,,,,,,20210418,20210410,20220410,20210210.0,20220210.0,LongSage,,726321828P1,Jeremiah,Harris,19611223,,0,726321828P1,,Jeremiah,Harris,19611223,HealthPro,,1,MH,20201212,20201202,20211202,ND,20210410,20211202,,,,2,,
LongSage,COB04DIFFLASTNAME,1245319599,792586974P1,,2,1,503840542P1,,,Carrie,,Mason,,19741226,2718,1,2,78542 Novak Knolls Suite 217,,North Julie,WV,,75531,1001128622,,juandavila@yahoo.com,GRP01023,HealthPro,Barker LLC,2.0,3,1,AL,0,,,,,,20210117,20210317,20220317,,,Intriq Medical,,487377906P1,Michael,Rogers,19860312,2.0,1,487377906P1,,Jason,Jacobs,20170117,HealthPro,1.0,1,1,20201227,20210110,20220110,UT,20210317,20220110,,,,1,,
LongSage,COB04WK2DEPEMPSTATUS,1245319599,451150010P1,,2,1,301040865P1,,,Elizabeth,,Porter,,19610102,6723,1,0,9758 Kathleen Ramp Suite 829,,Lake Kaitlinland,AR,,97046,1001129340,,cdalton@myers-williams.org,GRP01024,GMedicPlus,Berry Ltd,0.0,3,2,88,1,,,,,,20210211,20201225,20211225,20201214.0,20211214.0,LongSage,,822452411P1,Elizabeth,Porter,19610102,,0,822452411P1,,Elizabeth,Porter,19610102,HealthPro,,1,AL,20210114,20210519,20220519,CT,20210519,20211225,,,,2,,
LongSage,COB04WK2PBM,1245319599,600907942P1,,1,0,600907942P1,,,Alisha,,Evans,,20190927,1733,2,9,89083 Michelle Lights Apt. 019,,Ashleychester,WA,,24156,1001130442,,tina12@wilson.biz,GRP01024,GMedicPlus,Rodriguez-Bryan,0.0,3,1,1,2,,,,,,20210120,20201228,20211228,,,Intriq Medical,,913330666P1,Shane,Fernandez,20070802,2.0,2,913330666P1,,Dawn,Bush,19670214,GMedicPlus,3.0,1,35,20210126,20201217,20211217,WA,20201228,20211217,,,,1,,
LongSage,COB04DIFFGRPNAME,1245319599,334974905P1,,2,1,323183266P1,,,Daniel,,Bullock,,19880305,7884,1,9,9690 Evans Rue,,Michaelfurt,NJ,,76510,1001128748,,floreslaura@yahoo.com,GRP01024,GMedicPlus,"Martinez, Francis and Stafford",2.0,3,2,1,1,,,,,,20201211,20210304,20220304,20201206.0,20211206.0,LongSage,,759926863P1,Daniel,Bullock,19880305,,0,759926863P1,,Daniel,Bullock,19880305,HealthPro,,1,35,20210119,20210123,20220123,PA,20210304,20220123,,,,2,,
LongSage,COB04DIFFGRPNAME,1245319599,145566644P1,,2,1,755330481P1,,,Barbara,,Mcpherson,,20171213,5850,1,0,7406 Carter Expressway,,Lake Joann,VT,,1288,1001127477,,reneewaller@fritz.org,GRP01023,HealthPro,"Hill, Blackwell and Gibbs",1.0,3,1,35,1,,,,,,20210403,20210402,20220402,,,Grey Leaf,,999526883P1,Alexander,Guzman,19621128,2.0,1,999526883P1,,Mark,Wilson,19560701,HealthPro,3.0,1,MH,20210207,20210502,20220502,MI,20210502,20220402,,,,1,,
