PAYER_NAME,PAYER_AREA,NATIONAL_PAYER_ID,SUBSCRIBER_ID,PAYER_PERSON_ID,SUBSCRIBER_OR_DEPENDENT_INDICATOR,RELATIONSHIP,MEMBER_ID,MEMBER_ID_FAMILY_SEQUENCE_NUMBER,PREVIOUS_MEMBER_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME_SUFFIX,DOB,LAST_4_DIGIT_SSN,GENDER,MARITAL_STATUS,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,COUNTRY,ZIP_CODE,PHONE_NUMBER_1,PHONE_NUMBER_2,EMAIL_ADDRESS,GROUP_NUMBER,GROUP_NAME,EMPLOYER_NAME,EMPLOYER_SIZE,BUSINESS_MODEL,REASON_FOR_MEDICARE_ENTITLEMENT,COVERAGE_TYPE,FUNDING_MODEL,EMPLOYMENT_STATUS,COBRA_START_DATE,COBRA_END_DATE,NOT_SUBJECT_TO_COB_INDICATOR,NOT_SUBJECT_TO_COB_REASON,INITIAL_COVERAGE_DATE,CURRENT_COVERAGE_START_DATE,COVERAGE_EXPIRED_DATE,ESRD_COORDINATION_PERIOD_START_DATE,ESRD_COORDINATION_PERIOD_END_DATE,EXISTING_COB_PAYER_NAME,EXISTING_COB_NATIONAL_PAYER_ID,EXISTING_COB_SUBSCRIBER_ID,EXISTING_COB_SUBSCRIBER_FIRST_NAME,EXISTING_COB_SUBSCRIBER_LAST_NAME,EXISTING_COB_SUBSCRIBER_DOB,EXISTING_COB_SUBSCRIBER_EMPLOYMENT_STATUS,EXISTING_COB_RELATIONSHIP,EXISTING_COB_MEMBER_ID,EXISTING_COB_FAMILY_SEQUENCE_NUMBER,EXISTING_COB_FIRST_NAME,EXISTING_COB_LAST_NAME,EXISTING_COB_DOB,EXISTING_COB_GROUP_NAME,EXISTING_COB_MEMBER_EMPLOYMENT_STATUS,EXISTING_COB_BUSINESS_MODEL,EXISTING_COB_COVERAGE_TYPE,EXISTING_COB_INITIAL_COVERAGE_DATE,EXISTING_COB_CURRENT_COVERAGE_START_DATE,EXISTING_COB_COVERAGE_EXPIRED_DATE,COB_STATE,COVERAGE_OVERLAP_START_DATE,COVERAGE_OVERLAP_END_DATE,EXISTING_COB_VERIFY_DATE,EXISTING_COB_INDICATOR,EXISTING_COB_CODE,PRIMACY_DETERMINATION_CODE,COB_CLASSIFICATION_INDICATOR,PAYER_PRIMACY
LongSage,COB01Test1,1245319599,113592025P1,,1,0,113592025P1,,,Natalie,,Hunt,,19531121,9548,1,0,507 Felicia Island Suite 420,,Port Cynthia,SC,,41637,1001126367,,brandon14@gmail.com,,,,,3,0.0,1,2,,,,1.0,,20210407,20210415,20220415,,,Cope Health,,414363940P1,Katrina,Williams,19640222,1.0,1,414363940P1,,Natalie,Hunt,19531121,HealthPro,,2,1,20210509,20210330,20220330,WA,20210415,20220330,,,,U041,,
LongSage,COB04WK2DEPEMPSTATUS,1245319599,701564699P1,,1,0,701564699P1,,,Jason,,Smith,,19610620,6723,1,0,07985 Robinson Summit,,West Mary,MS,,30831,1001130326,,jpowell@rodriguez.com,GRP01024,GMedicPlus,,,3,1.0,MH,1,,,,,,20210318,20210216,20220216,,,LongSage,,901331527P1,Jason,Smith,19610620,,0,901331527P1,,Jason,Smith,19610620,HealthPro,,1,MH,20210228,20210414,20220414,SD,20210414,20220216,,,,D004,,
LongSage,COB04DIFFFIRSTNAME,1245319599,322265356P1,,2,1,115223039P1,,,Joshua,,White,,19841216,8488,2,9,62714 Ramirez Mills Suite 297,,Baileyshire,HI,,20191,1001130438,,wgrimes@hotmail.com,GRP01023,HealthPro,Fox-Murray,0.0,3,2.0,MH,0,,,,,,20201211,20210115,20220115,20210429.0,20220429.0,LongSage,,669999939P1,Joshua,White,19841216,,0,669999939P1,,Joshua,White,19841216,GMedicPlus,,1,MH,20201123,20201225,20211225,MS,20210115,20211225,,,,D011,,
LongSage,COB04WK2CCXD,1245319599,575687104P1,,2,1,575687105P1,,,John,,Vance,,19460624,2310,1,1,7187 Brown Freeway Apt. 175,,Russellborough,CT,,35393,1001124424,,teresaliu@hotmail.com,GRP01024,GMedicPlus,,,3,2.0,AL,2,,,,1.0,,20201122,20201215,20211215,20210124.0,20220124.0,Cope Health,,574609512P1,John,Vance,19460624,,0,574609512P1,,John,Vance,19460624,HealthPro,,3,AL,20210415,20201206,20211206,ND,20201215,20211206,,,,U006,,
LongSage,COB04DIFFADDLINE1,1245319599,126105951P1,,2,1,126105952P1,,,Rachael,,Jones,,20050701,2202,2,9,1807 Gina Drive,,Carriechester,NM,,76597,1001126760,,chowell@yahoo.com,GRP01023,HealthPro,"Graves, Sullivan and Wilson",0.0,3,2.0,MH,0,,,,,,20161102,20210226,20220226,20210110.0,20220110.0,LongSage,,728414168P1,Rachael,Jones,20050701,,0,728414168P1,,Rachael,Jones,20050701,GMedicPlus,,1,MH,20210307,20210111,20220111,NY,20210226,20220111,,,,D010,,
LongSage,COB04WK2SUBID,1245319599,528893440P1,,1,0,528893440P1,,,Ashley,,Mcfarland,,19520610,6404,1,0,USCGC Holland,,Katietown,NH,,82374,1001126392,,rachel16@gmail.com,,,,,3,0.0,1,2,,,,0.0,,20210329,20210310,20220310,,,Caprock,,960075431P1,Cristian,Cunningham,19640919,,1,960075431P1,,Ashley,Mcfarland,19520610,GMedicPlus,,2,1,20210114,20210418,20220418,VA,20210418,20220310,,,,U041,,
LongSage,COB04WK2OVERLAPSTART,1245319599,129900454P1,,1,0,129900454P1,,,Ashley,,Smith,,20120903,965,2,2,0778 Peterson Plains Suite 065,,East Kennethmouth,IL,,10644,1001128272,,pesparza@reid.com,GRP01024,GMedicPlus,Wilson LLC,1.0,3,2.0,33,2,,,,,,20201208,20210226,20220226,20210210.0,20220210.0,LongSage,,115794117P1,Ashley,Smith,20120903,,0,115794117P1,,Ashley,Smith,20120903,GMedicPlus,,1,33,20210227,20210416,20220416,DE,20210416,20220226,,,,D011,,
LongSage,COB04WK2RXID,1245319599,607105834P1,,1,0,607105834P1,,,Adam,,Wagner,,19790310,8266,1,1,9013 Wanda Motorway,,Weaverhaven,IN,,16251,1001128681,,micheal99@gmail.com,GRP01023,HealthPro,,,3,2.0,AL,0,,,,,,20210330,20210313,20220313,20201123.0,20211123.0,Caprock,,459323884P1,Brittany,Smith,19750404,1.0,2,459323884P1,,Matthew,Wilson,20050527,HealthPro,3.0,1,AL,20210203,20210331,20220331,RI,20210331,20220313,,,,D009,,
LongSage,COB04WK2OVERLAPEND,1245319599,180650166P1,,2,2,418966535P1,,,Michael,,Goodwin,,19800923,5541,1,1,5871 Kathleen Avenue Apt. 479,,Port Zachary,AZ,,71985,1001126658,,jason69@yahoo.com,GRP01023,HealthPro,Lee-Morales,2.0,3,2.0,35,2,,,,,,20160916,20210318,20220318,20201223.0,20211223.0,Cope Health,,477450771P1,Christine,Wood,19831030,3.0,2,477450771P1,,Sonia,Kim,19960428,GMedicPlus,1.0,1,35,20210127,20210403,20220403,TX,20210403,20220318,,,,D010,,
LongSage,COB04DIFFGRPNAME,1245319599,893934164P1,,2,1,893934165P1,,,Brittany,,Yang,,19551020,1363,1,1,0343 Cochran Fork,,West Kristyport,IN,,80763,1001125527,,frederick32@hotmail.com,,,,,3,1.0,35,1,,,,0.0,,20210506,20201203,20211203,,,Grey Leaf,,415125426P1,Brittany,Yang,19551020,0.0,0,415125426P1,,Brittany,Yang,19551020,GMedicPlus,0.0,1,35,20201216,20210514,20220514,GA,20210514,20211203,,,,U007,,
LongSage,COB04WK2PBM,1245319599,321184981P1,,1,0,321184981P1,,,Jorge,,Clayton,,19550217,9173,1,1,"PSC 3856, Box 6762",,Shannonmouth,TX,,24351,1001125147,,michaeljones@yahoo.com,GRP01023,HealthPro,Nguyen Ltd,2.0,1,,33,1,0.0,,,1.0,,20201228,20210322,20220322,,,Cope Health,,411547300P1,Jorge,Clayton,19520927,,1,411547300P1,,Jorge,Clayton,19550217,HealthPro,,3,33,20210406,20201127,20211127,MT,20210322,20211127,,,,U007,,
LongSage,COB04WK2OVERLAPEND,1245319599,454276481P1,,1,0,454276481P1,,,Rachel,,Ellis,,19540801,2836,1,2,6675 Courtney Inlet,,Tommyfurt,NE,,86668,1001126270,,markwilliams@kennedy.net,,,,,3,0.0,AL,1,,,,1.0,,20210428,20201127,20211127,,,Grey Leaf,,398556636P1,Philip,Vincent,19581214,1.0,1,398556636P1,,Rachel,Ellis,19540801,HealthPro,,2,AL,20210103,20210304,20220304,NV,20210304,20211127,,,,U041,,
LongSage,COB04WK2PHARMGRPNBR,1245319599,507478487P1,,1,0,507478487P1,,,Richard,,Caldwell,,20010721,6166,1,9,81403 Barbara Forge,,Paulchester,MI,,57463,1001127095,,bethmichael@west.com,GRP01023,HealthPro,,,3,2.0,1,1,,,,,,20170203,20201221,20211221,20210417.0,20220417.0,Intriq Medical,,261924493P1,Carol,Sellers,20140617,3.0,2,261924493P1,,Brian,Garner,19721030,HealthPro,3.0,1,1,20201211,20210429,20220429,FL,20210429,20211221,,,,D008,,
LongSage,COB04WK2SUBEMPSTATUS,1245319599,733813970P1,,2,2,733813971P1,,,Scott,,Olson,,19580210,3608,2,2,8519 Robert Harbors Suite 416,,Darrellfurt,WA,,49086,1001127248,,gherrera@hotmail.com,GRP01024,GMedicPlus,,,3,2.0,MH,1,,,,,,20160821,20210517,20220517,20210306.0,20220306.0,LongSage,,378830583P1,Scott,Olson,19580210,,0,378830583P1,,Scott,Olson,19580210,GMedicPlus,,1,MH,20210119,20210104,20220104,NY,20210517,20220104,,,,D010,,
LongSage,COB04WK2PBM,1245319599,476729068P1,,1,0,476729068P1,,,Bradley,,Hansen,,19590617,2688,2,9,"PSC 3883, Box 1519",,Griffithfurt,ID,,72120,1001129423,,angelamorse@gmail.com,GRP01023,HealthPro,"Adams, Butler and Shepherd",1.0,3,2.0,33,0,,,,,,20201120,20210412,20220412,20210118.0,20220118.0,Cope Health,,348579328P1,Anthony,Baker,19620718,3.0,2,348579328P1,,Dustin,Castro,19830113,HealthPro,2.0,1,33,20210309,20210514,20220514,IA,20210514,20220412,,,,D011,,
LongSage,COB04WK2COBINDICATOR,1245319599,525910767P1,,2,1,444188636P1,,,Chad,,Berg,,19551221,4093,1,1,5669 Margaret Court Apt. 038,,South Brenda,IL,,45101,1001125865,,abrown@munoz-torres.org,,,,,3,1.0,98,2,,,,0.0,,20201227,20210111,20220111,,,Aristocrat,,368186772P1,Chad,Berg,19551221,0.0,0,368186772P1,,Chad,Berg,19551221,GMedicPlus,0.0,1,98,20210131,20201231,20211231,MA,20210111,20211231,,,,U007,,
LongSage,COB03Test1,1245319599,831417395P1,,2,1,439698121P1,,,Virginia,,White,,20110719,444,1,1,33541 Burton Brooks,,East Erika,NC,,79641,1001128897,,petersonamanda@parks.info,GRP01023,HealthPro,Taylor Inc,0.0,3,1.0,52,2,,,,,,20210509,20210112,20220112,,,LongSage,,571433920P1,Virginia,White,20110719,,0,571433920P1,,Virginia,White,20110719,GMedicPlus,,1,52,20210111,20210101,20220101,IL,20210112,20220101,,,,D003,,
LongSage,COB03Test1,1245319599,544141087P1,,2,1,993237570P1,,,Alexis,,Brown,,20160806,6686,2,0,88556 Keith Lights,,Smithburgh,UT,,86878,1001128421,,vclay@rivera.com,GRP01023,HealthPro,"Gomez, Kelley and Price",0.0,3,2.0,AL,2,,,,,,20210402,20201219,20211219,20210420.0,20220420.0,LongSage,,167549591P1,Alexis,Brown,20160806,,0,167549591P1,,Alexis,Brown,20160806,GMedicPlus,,1,AL,20201209,20210409,20220409,OH,20210409,20211219,,,,D011,,
LongSage,COB04WK2OVERLAPEND,1245319599,294321492P1,,2,1,715745049P1,,,Veronica,,Cruz,,19511107,7477,1,1,79063 Jeffrey Lights Apt. 638,,West Anna,CT,,23807,1001125539,,gerald59@gmail.com,,,,,3,1.0,1,0,,,,1.0,,20210506,20201212,20211212,,,Intriq Medical,,808227525P1,Veronica,Cruz,19511107,0.0,0,808227525P1,,Veronica,Cruz,19511107,GMedicPlus,0.0,1,1,20201217,20210222,20220222,CA,20210222,20211212,,,,U007,,
LongSage,COB04DIFFNATPAYERID,1245319599,571522356P1,,2,2,903329019P1,,,Kenneth,,Powell,,19741127,7053,1,0,4228 Melton Turnpike,,Whiteborough,TN,,68350,1001128637,,rhodge@webb-collins.com,GRP01024,GMedicPlus,,,3,2.0,AL,2,,,,,,20210214,20210117,20220117,20210120.0,20220120.0,Cope Health,,792971154P1,Harry,Ramirez,19610321,3.0,1,792971154P1,,Laura,Guerrero,20150702,GMedicPlus,3.0,1,AL,20210501,20210508,20220508,ND,20210508,20220117,,,,D009,,
LongSage,COB04WK2PBM,1245319599,419325455P1,,2,2,419325456P1,,,Carol,,Roberts,,19930430,271,2,9,Unit 2305 Box 8487,,Angelastad,AR,,97795,1001126631,,fullerkatherine@anderson.net,GRP01023,HealthPro,,,3,1.0,1,2,,,,,,20210407,20201203,20211203,,,Caprock,,185151694P1,Sarah,Underwood,19880529,2.0,1,185151694P1,,Joshua,Reynolds,19810220,HealthPro,2.0,1,1,20210408,20210220,20220220,AK,20210220,20211203,,,,D002,,
LongSage,COB04WK2SUBEMPSTATUS,1245319599,410229123P1,,1,0,410229123P1,,,Lori,,Sanders,,19910827,5908,2,2,3463 Wang Villages Apt. 596,,Alexandriatown,NM,,44902,1001128210,,samanthaolson@yahoo.com,GRP01023,HealthPro,"Barrett, Rodriguez and Tucker",0.0,3,1.0,52,0,,,,,,20201212,20210302,20220302,,,LongSage,,578259963P1,Lori,Sanders,19910827,,0,578259963P1,,Lori,Sanders,19910827,HealthPro,,1,52,20210331,20210515,20220515,MT,20210515,20220302,,,,D003,,
LongSage,COB01Test1,1245319599,378219250P1,,1,0,378219250P1,,,Courtney,,Harrington,,20170413,1042,1,1,379 Melanie Points Apt. 581,,Millermouth,MI,,21168,1001128048,,gabrielthompson@hall-johnson.com,GRP01023,HealthPro,"Frank, White and Cardenas",1.0,3,1.0,1,0,,,,,,20210225,20210103,20220103,,,LongSage,,697932750P1,Courtney,Harrington,20170413,,0,697932750P1,,Courtney,Harrington,20170413,HealthPro,,1,1,20210519,20210115,20220115,IN,20210115,20220103,,,,D003,,
LongSage,COB04WK2SUBID,1245319599,123260999P1,,1,0,123260999P1,,,Tammy,,Garcia,,19481219,528,1,1,2677 Juarez Vista Suite 263,,South Vanessaport,SD,,35041,1001124984,,scottkline@lamb.com,GRP01024,GMedicPlus,"Jimenez, Olson and Rogers",1.0,1,,AL,2,0.0,,,0.0,,20210515,20210314,20220314,,,Caprock,,755858346P1,Tammy,Garcia,19500620,,1,755858346P1,,Tammy,Garcia,19481219,HealthPro,,3,AL,20210107,20210518,20220518,MO,20210518,20220314,,,,U007,,
LongSage,COB04WK2OVERLAPEND,1245319599,299789417P1,,2,2,487175325P1,,,Phillip,,Ortega,,19830129,7027,1,2,1714 Gilmore Parkways,,Velazquezstad,CA,,15719,1001128828,,kruiz@gmail.com,GRP01024,GMedicPlus,Gibson LLC,2.0,3,2.0,AL,1,,,,,,20210119,20210307,20220307,20201129.0,20211129.0,LongSage,,723023221P1,Phillip,Ortega,19830129,,0,723023221P1,,Phillip,Ortega,19830129,HealthPro,,1,AL,20210203,20210403,20220403,CO,20210403,20220307,,,,D011,,
LongSage,COB04WK2EMPSTATUS,1245319599,476271545P1,,1,0,476271545P1,,,Megan,,Rice,,19611001,8780,2,2,84501 Belinda Corner Apt. 397,,North Amy,KY,,70667,1001129714,,dvaldez@gmail.com,GRP01023,HealthPro,Lam-Oliver,2.0,3,2.0,AL,1,,,,,,20210322,20210123,20220123,20210109.0,20220109.0,LongSage,,929435779P1,Megan,Rice,19611001,,0,929435779P1,,Megan,Rice,19611001,GMedicPlus,,1,AL,20201130,20210205,20220205,MO,20210205,20220123,,,,D011,,
LongSage,COB01Test1,1245319599,369094548P1,,2,1,496809854P1,,,Andrew,,Carrillo,,19480629,6276,2,1,"PSC 3156, Box 0573",,Mitchellmouth,CA,,96777,1001125617,,chadmcfarland@hotmail.com,,,,,3,1.0,AL,1,,,,1.0,,20210218,20210304,20220304,,,Cope Health,,686381567P1,Andrew,Carrillo,19480629,0.0,0,686381567P1,,Andrew,Carrillo,19480629,HealthPro,0.0,1,AL,20210106,20210427,20220427,IL,20210427,20220304,,,,U007,,
LongSage,COB04WK2SUBID,1245319599,581543127P1,,2,2,146690672P1,,,Melissa,,Velazquez,,19630917,7800,1,9,328 Morris Plain,,South Bridget,IN,,21130,1001130108,,gmayer@wright.org,GRP01023,HealthPro,"Miller, Horn and Reed",0.0,3,1.0,1,1,,,,,,20210130,20201128,20211128,,,LongSage,,559164450P1,Melissa,Velazquez,19630917,,0,559164450P1,,Melissa,Velazquez,19630917,GMedicPlus,,1,1,20201230,20210320,20220320,SD,20210320,20211128,,,,D004,,
LongSage,COB02Test1,1245319599,865917543P1,,1,0,865917543P1,,,Christopher,,Johnson,,19521112,3031,2,2,064 Zachary Camp,,East Timothychester,ME,,44226,1001126034,,potterheather@friedman.info,,,,,3,2.0,1,1,,,,1.0,,20210319,20210501,20220501,20210214.0,20220214.0,Grey Leaf,,246978082P1,Christopher,Johnson,19521112,3.0,0,246978082P1,,Christopher,Johnson,19521112,GMedicPlus,3.0,1,1,20201225,20210114,20220114,SD,20210501,20220114,,,,U021,,
LongSage,COB02Test1,1245319599,208371434P1,,1,0,208371434P1,,,Alyssa,,Mccoy,,19541226,5832,1,1,91735 Butler Park,,Spencerhaven,MO,,82582,1001124559,,serranocharles@gmail.com,,,,,3,1.0,MH,0,,,,1.0,,20210325,20210409,20220409,,,Grey Leaf,,652303519P1,Jason,Butler,19531210,0.0,1,652303519P1,,Alyssa,Mccoy,19541226,HealthPro,,1,MH,20210403,20210414,20220414,DE,20210414,20220409,,,,U007,,
LongSage,COB04DIFFGRPNAME,1245319599,687501764P1,,2,2,263278674P1,,,Thomas,,Johnson,,20121125,5068,2,0,9130 Ashlee Islands Suite 158,,Garyborough,WV,,11519,1001128078,,stephanie95@ryan.com,GRP01024,GMedicPlus,Williams-Diaz,2.0,3,1.0,MH,0,,,,,,20210516,20210424,20220424,,,LongSage,,881450643P1,Thomas,Johnson,20121125,,0,881450643P1,,Thomas,Johnson,20121125,GMedicPlus,,1,MH,20210202,20210513,20220513,LA,20210513,20220424,,,,D003,,
LongSage,COB04DIFFADDLINE1,1245319599,679771613P1,,2,1,738014888P1,,,David,,Juarez,,19510613,6605,2,1,2806 Vasquez Trafficway,,Lawrencehaven,PA,,37562,1001125395,,rachelwilliams@hotmail.com,,,,,3,1.0,AL,1,,,,0.0,,20210216,20210319,20220319,,,Cope Health,,734364414P1,David,Juarez,19510613,0.0,0,734364414P1,,David,Juarez,19510613,GMedicPlus,0.0,1,AL,20201208,20210507,20220507,CT,20210507,20220319,,,,U007,,
LongSage,COB04DIFFLASTNAME,1245319599,708097101P1,,2,1,634953375P1,,,Brandon,,Malone,,19630107,3059,1,0,4708 Donovan Union,,Samueltown,RI,,60412,1001130472,,lcooper@quinn.com,GRP01023,HealthPro,,,3,1.0,AL,0,,,,,,20210116,20210127,20220127,,,LongSage,,720191106P1,Brandon,Malone,19630107,,0,720191106P1,,Brandon,Malone,19630107,HealthPro,,1,AL,20210311,20201231,20211231,MA,20210127,20211231,,,,D004,,
LongSage,COB04WK2OVERLAPEND,1245319599,843921489P1,,1,0,843921489P1,,,Kaitlyn,,Rose,,19510213,8650,2,1,56073 Melissa Drive,,Tarafurt,GA,,98182,1001126287,,francocrystal@gmail.com,,,,,3,0.0,1,1,,,,1.0,,20210228,20201206,20211206,,,Grey Leaf,,965016653P1,Kimberly,Reilly,19591217,3.0,1,965016653P1,,Kaitlyn,Rose,19510213,GMedicPlus,,2,1,20201217,20210214,20220214,WY,20210214,20211206,,,,U041,,
LongSage,COB04WK2PRIMACY,1245319599,989218887P1,,1,0,989218887P1,,,David,,Williams,,19590404,4698,2,9,450 Arthur Well,,Brendanborough,ME,,1005,1001127766,,williamkelley@miller.com,GRP01023,HealthPro,Pratt and Sons,1.0,3,2.0,88,1,,,,,,20161125,20210331,20220331,20210304.0,20220304.0,Grey Leaf,,924535898P1,George,Carter,19940701,3.0,1,924535898P1,,Jacqueline,Stout,19790526,GMedicPlus,3.0,1,88,20201121,20210329,20220329,NC,20210331,20220329,,,,D008,,
LongSage,COB04WK2OVERLAPEND,1245319599,350531209P1,,1,0,350531209P1,,,Jacqueline,,Hamilton,,19571021,9468,2,9,65458 Todd Alley Suite 367,,Williammouth,FL,,35619,1001127838,,moorenancy@yahoo.com,GRP01024,GMedicPlus,Owens-Flores,0.0,3,2.0,88,0,,,,,,20170709,20210417,20220417,20210427.0,20220427.0,LongSage,,529958291P1,Jacqueline,Hamilton,19571021,,0,529958291P1,,Jacqueline,Hamilton,19571021,HealthPro,,1,88,20210317,20201201,20211201,IA,20210417,20211201,,,,D010,,
LongSage,COB04WK2OtherPayName,1245319599,475399971P1,,1,0,475399971P1,,,Richard,,Cooke,,19730807,474,2,2,"PSC 9182, Box 2798",,Joshuachester,MS,,69148,1001127368,,jamescrawford@clark.com,GRP01023,HealthPro,"Torres, Davis and Mcguire",1.0,3,1.0,MH,2,,,,,,20210325,20210107,20220107,,,LongSage,,977150741P1,Richard,Cooke,19730807,,0,977150741P1,,Richard,Cooke,19730807,GMedicPlus,,1,MH,20210103,20210105,20220105,MA,20210107,20220105,,,,D003,,
LongSage,COB02Test1,1245319599,412124212P1,,2,1,237757600P1,,,Pamela,,Richards,,19510802,6990,1,0,"PSC 1075, Box 6313",,Port Josephmouth,PA,,56040,1001124472,,morganlisa@gmail.com,GRP01024,GMedicPlus,,,3,2.0,35,1,,,,0.0,,20210327,20210227,20220227,20210506.0,20220506.0,Caprock,,298479088P1,Pamela,Richards,19510802,,0,298479088P1,,Pamela,Richards,19510802,HealthPro,,3,35,20210307,20210211,20220211,MI,20210227,20220211,,,,U006,,
LongSage,COB04WK2PRIMACY,1245319599,910209747P1,,1,0,910209747P1,,,Robert,,Bailey,,19520305,9308,1,9,3490 Elizabeth Alley Suite 701,,West Arielport,MN,,77454,1001126294,,alexandra01@madden.com,,,,,3,0.0,MH,0,,,,1.0,,20210217,20210411,20220411,,,Caprock,,828678678P1,Jason,Jimenez,19640917,3.0,1,828678678P1,,Robert,Bailey,19520305,HealthPro,,2,MH,20210401,20210121,20220121,AZ,20210411,20220121,,,,U041,,
LongSage,COB04WK2OVERLAPSTART,1245319599,978810750P1,,1,0,978810750P1,,,Sara,,Sims,,19480221,3547,1,1,04557 Brian Vista Suite 033,,Thompsonfort,AZ,,40457,1001125245,,bnovak@gmail.com,GRP01023,HealthPro,Gibson Ltd,1.0,1,,AL,2,0.0,,,0.0,,20210314,20210403,20220403,,,Caprock,,477376951P1,Joshua,Bowman,19480216,,1,477376951P1,,Sara,Sims,19480221,HealthPro,,3,AL,20210429,20210511,20220511,IA,20210511,20220403,,,,U007,,
LongSage,COB04DIFFFIRSTNAME,1245319599,256547012P1,,1,0,256547012P1,,,Todd,,Nunez,,19840413,9274,1,1,6928 Denise Divide Apt. 993,,Lake Russellshire,IL,,16663,1001129259,,kmoore@hotmail.com,GRP01023,HealthPro,Lewis Group,0.0,3,1.0,52,1,,,,,,20210207,20210416,20220416,,,Caprock,,512620489P1,Danielle,Castillo,20160410,1.0,1,512620489P1,,Alexandria,Leonard,19971220,GMedicPlus,2.0,1,52,20210215,20210109,20220109,NH,20210416,20220109,,,,D002,,
LongSage,COB04WK2PRIMACY,1245319599,411165112P1,,2,1,970279142P1,,,Rhonda,,Jenkins,,20040205,598,2,2,7288 Billy Villages Apt. 945,,West John,UT,,3240,1001127310,,sullivanautumn@hotmail.com,GRP01024,GMedicPlus,Thompson-Brewer,2.0,3,2.0,35,2,,,,,,20161031,20210410,20220410,20210511.0,20220511.0,LongSage,,794794700P1,Rhonda,Jenkins,20040205,,0,794794700P1,,Rhonda,Jenkins,20040205,GMedicPlus,,1,35,20210320,20201210,20211210,MS,20210410,20211210,,,,D010,,
LongSage,COB01Test1,1245319599,537816760P1,,2,1,827140866P1,,,Brenda,,Walker,,19640217,9941,1,9,85734 Drake Station Suite 572,,Ryanhaven,OR,,96205,1001130016,,mccannkim@taylor-rodriguez.com,GRP01023,HealthPro,,,3,2.0,98,1,,,,,,20210322,20201208,20211208,20201203.0,20211203.0,Intriq Medical,,632966244P1,Susan,Fisher,20180827,2.0,1,632966244P1,,Valerie,Morrow,19670305,GMedicPlus,2.0,1,98,20210420,20210203,20220203,MN,20210203,20211208,,,,D011,,
LongSage,COB04DIFFGRPNAME,1245319599,290448993P1,,2,2,274154862P1,,,Monica,,Young,,20160513,5387,1,1,"PSC 4411, Box 8238",,Penningtonton,GA,,22327,1001127549,,jennifer94@lindsey.net,GRP01023,HealthPro,"Dalton, Rodriguez and Brock",1.0,3,1.0,1,0,,,,,,20210114,20201218,20211218,,,LongSage,,554745112P1,Monica,Young,20160513,,0,554745112P1,,Monica,Young,20160513,HealthPro,,1,1,20201230,20201218,20211218,CO,20201218,20211218,,,,D004,,
LongSage,COB04WK2CCXD,1245319599,132334278P1,,1,0,132334278P1,,,Austin,,Allen,,19540806,9500,1,2,Unit 4711 Box 6536,,Courtneyborough,TN,,56555,1001126266,,ophillips@jones.com,,,,,3,0.0,AL,1,,,,1.0,,20201118,20210327,20220327,,,Intriq Medical,,463309111P1,Steven,Weeks,19610114,3.0,1,463309111P1,,Austin,Allen,19540806,HealthPro,,2,AL,20210209,20210110,20220110,MO,20210327,20220110,,,,U041,,
LongSage,COB04WK2CCXD,1245319599,369752108P1,,1,0,369752108P1,,,Stephen,,Wade,,19520315,525,2,0,5076 James Locks,,West Julie,OR,,54176,1001125941,,ystephens@gmail.com,,,,,3,2.0,AL,2,,,,0.0,,20210315,20210325,20220325,20210206.0,20220206.0,Intriq Medical,,572507492P1,Stephen,Wade,19520315,3.0,0,572507492P1,,Stephen,Wade,19520315,GMedicPlus,3.0,1,AL,20201202,20201127,20211127,NC,20210325,20211127,,,,U021,,
LongSage,COB04WK2OVERLAPEND,1245319599,549566291P1,,1,0,549566291P1,,,Holly,,Woods,,19470129,488,2,1,555 Ramirez Prairie Apt. 944,,East Lisa,NM,,90987,1001125164,,annekelly@gmail.com,GRP01024,GMedicPlus,Gibson Ltd,3.0,1,,52,0,0.0,,,0.0,,20210223,20210415,20220415,,,Caprock,,594438877P1,Holly,Woods,19530210,,1,594438877P1,,Holly,Woods,19470129,HealthPro,,3,52,20210516,20201212,20211212,NC,20210415,20211212,,,,U007,,
LongSage,COB04Test1,1245319599,735420941P1,,1,0,735420941P1,,,Thomas,,Johnson,,19750801,5975,1,1,795 Gonzalez Shore Suite 567,,Darrenside,OH,,21466,1001126571,,stephanie78@hotmail.com,GRP01024,GMedicPlus,,,3,1.0,88,2,,,,,,20210126,20210324,20220324,,,LongSage,,755244218P1,Thomas,Johnson,19750801,,0,755244218P1,,Thomas,Johnson,19750801,HealthPro,,1,88,20201203,20210417,20220417,OR,20210417,20220324,,,,D003,,
LongSage,COB04Test1,1245319599,435447946P1,,1,0,435447946P1,,,Cristina,,Hammond,,19530227,460,2,2,2451 Desiree Mountain Suite 509,,Lake Stephanie,IA,,41593,1001124133,,johnwheeler@yahoo.com,GRP01023,HealthPro,,,3,2.0,47,2,,,,1.0,,20210403,20210404,20220404,20201206.0,20211206.0,Cope Health,,449318546P1,Danielle,Bell,19520622,1.0,1,449318546P1,,Cristina,Hammond,19530227,GMedicPlus,,3,47,20210502,20210518,20220518,NH,20210518,20220404,,,,U006,,
